Num_Features,k,F1_Validation
23,11,0.5367593624704534
23,13,0.5376324780174725
23,15,0.5350784991831092
24,1,0.5404271583003435
24,3,0.5526577827358619
24,5,0.5389970945256178
24,7,0.5376905627553135
24,9,0.5409565589261661
24,11,0.5468396119321878
24,13,0.544153837459623
24,15,0.5474190942557491
25,1,0.5383019523414014
25,3,0.5554542392988179
25,5,0.548012195727459
25,7,0.5460038241766678
25,9,0.5493877524739459
25,11,0.5493480540450095
25,13,0.551702809542199
25,15,0.5537038946246357
26,1,0.5368445605151287
26,3,0.5531215713746472
26,5,0.5473531216340762
26,7,0.5498624928232587
26,9,0.5516322513340022
26,11,0.5463334826083324
26,13,0.5517517641137963
26,15,0.5518925014242411
27,1,0.5533792919234105
27,3,0.5789407949758569
27,5,0.5628834746368507
27,7,0.5579256862658218
27,9,0.5613043991198595
27,11,0.5534611883758671
27,13,0.554626635903991
27,15,0.5465577694614776
28,1,0.5612961877022766
28,3,0.5854251138961093
28,5,0.565818442850439
28,7,0.5614195592827673
28,9,0.5556900295465755
28,11,0.5601114731413922
28,13,0.5589454319313285
28,15,0.5536658935875282
29,1,0.5668691310885554
29,3,0.5859063086673453
29,5,0.5597227033791444
29,7,0.5600413936817937
29,9,0.5593109373824007
29,11,0.5575871660519287
29,13,0.5602428964702408
29,15,0.552762414782305
30,1,0.5905541741857778
30,3,0.5657114969195172
30,5,0.557166696182138
30,7,0.5605245479325548
30,9,0.5528534286779663
30,11,0.5513565325728277
30,13,0.5536159601634585
30,15,0.5493705012642783
31,1,0.4831015537337761
31,3,0.4887413193065365
31,5,0.4795622747013046
31,7,0.480040079724596
31,9,0.47927510330461415
31,11,0.4782840134789052
31,13,0.48157727780947795
31,15,0.4825493513030275
32,1,0.4833275264101897
32,3,0.49440282546342873
32,5,0.47859338582471367
32,7,0.4748604205013431
32,9,0.47107556176656457
32,11,0.47231266964551655
32,13,0.4800172194866602
32,15,0.4798825434164323
33,1,0.4772212384341317
33,3,0.4824721402746307
33,5,0.46338877454449373
33,7,0.46423705545139926
33,9,0.46076783017961087
33,11,0.4629577290036016
33,13,0.47791511625276034
33,15,0.47960295664613506
34,1,0.46888593994691635
34,3,0.4701362373701986
34,5,0.45573392676454594
34,7,0.4586226662645953
34,9,0.46060981615701657
34,11,0.4635835893427883
34,13,0.47435838182430884
34,15,0.47075145165418625
35,1,0.46931120454033387
35,3,0.4756925545560104
35,5,0.46825092220832204
35,7,0.4620929982419525
35,9,0.45602614650441853
35,11,0.4566145378433183
35,13,0.4680415397382762
35,15,0.4685340769997143
36,1,0.4919752282963022
36,3,0.4932841881098971
36,5,0.49763645285047164
36,7,0.4714275116969078
36,9,0.4827024418762748
36,11,0.47433756562095736
36,13,0.4871084109417679
36,15,0.48800593587121044
37,1,0.49030524238655876
37,3,0.49035829354238497
37,5,0.48833655168157114
37,7,0.4809722868520608
37,9,0.48779844935435884
37,11,0.48698229470329907
37,13,0.4868691560127559
37,15,0.4914164445543238
38,1,0.49390402740068046
38,3,0.48346158018894564
38,5,0.48649897252954943
38,7,0.47927860976900927
